varied_parameter,parameter_value,base_case,model,found,number_of_roots,root,branch,B,delta,eta,Pbar,m_L,m_NL,E,P,tau,u,x,g,Z,A,residual_max,admissible,positive_growth,TVC,stability,lambda_1_real,lambda_1_imag,lambda_2_real,lambda_2_imag,lambda_3_real,lambda_3_imag,status
eta,1.6724999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.6724999999999999,1.0,0.5,2.0,0.6344880036365721,0.3655119963634279,0.24249235474151884,0.49243512744474155,0.09781872619254715,0.13058546645731917,0.4638259537556987,0.46382595375569874,1.1105349565596226e-16,True,True,True,saddle,-1.6129261080186827,0.0,0.09781872619280617,0.0,1.7107448341836775,0.0,solution
eta,1.68,False,linear,True,1,1.0,-,0.45,0.01,1.68,1.0,0.5,2.0,0.3879670765272212,0.6120329234727788,0.35429296054960835,0.5952251343396113,0.07967923148338033,0.1024694580637946,0.3060164617363894,0.3060164617363894,6.88352353963378e-17,True,True,True,saddle,-0.9732290150068883,0.0,0.07967923148189113,0.0,1.052908246514681,0.0,solution
eta,1.68,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.68,1.0,0.5,2.0,0.6350178025252927,0.3649821974747073,0.24264398201766438,0.49258905998576985,0.09837365931211574,0.12996126369428784,0.46354038600248215,0.4635403860024821,5.551115123125783e-17,True,True,True,saddle,-1.6141089624541796,0.0,0.09837365931171226,0.0,1.7124826217474602,0.0,solution
eta,1.6875,False,linear,True,1,1.0,-,0.45,0.01,1.6875,1.0,0.5,2.0,0.3890183451606508,0.6109816548393492,0.3547861321829908,0.5956392634665639,0.08005872762372254,0.10190360381632368,0.3054908274196746,0.3054908274196746,2.954187995754455e-17,True,True,True,saddle,-0.9725822247431676,0.0,0.08005872762447033,0.0,1.0526409523990092,0.0,solution
eta,1.6875,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.6875,1.0,0.5,2.0,0.6355407536801031,0.3644592463198969,0.24279437445236934,0.4927416914087637,0.0989232825009859,0.12934295636507043,0.4632574081836592,0.46325740818365924,5.551115123125783e-17,True,True,True,saddle,-1.6152785385833845,0.0,0.09892328250072335,0.0,1.7142018210786032,0.0,solution
eta,1.6949999999999998,False,linear,True,1,1.0,-,0.45,0.01,1.6949999999999998,1.0,0.5,2.0,0.39005451735021357,0.6099454826497864,0.3552732301129348,0.5960480099060267,0.08043420938164611,0.10134418616064189,0.3049727413248932,0.3049727413248932,1.2819056903390782e-16,True,True,True,saddle,-0.9719491032567713,0.0,0.08043420938301299,0.0,1.0523833126042097,0.0,solution
eta,1.6949999999999998,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.6949999999999998,1.0,0.5,2.0,0.636056989404999,0.363943010595001,0.24294354383133476,0.4928930348780907,0.09946767158812807,0.1287304627167311,0.4629769912680961,0.462976991268096,1.1102230246251565e-16,True,True,True,saddle,-1.6164350558310279,0.0,0.09946767158814382,0.0,1.7159027273868925,0.0,solution
eta,1.7025000000000001,False,linear,True,1,1.0,-,0.45,0.01,1.7025000000000001,1.0,0.5,2.0,0.3910759229519407,0.6089240770480593,0.3557543688140469,0.5964514806872784,0.08080574194874252,0.10079109174198221,0.30446203852402964,0.30446203852402964,1.974833456841723e-17,True,True,True,saddle,-0.9713292381019819,0.0,0.08080574194808536,0.0,1.0521349800585915,0.0,solution
eta,1.7025000000000001,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.7025000000000001,1.0,0.5,2.0,0.6365666386166928,0.3634333613833072,0.24309150191125123,0.4930431035023725,0.10000690097228342,0.12812370245164895,0.4626991064338752,0.46269910643387524,5.551115123125783e-17,True,True,True,saddle,-1.6175787286990755,0.0,0.10000690097254117,0.0,1.7175856296373737,0.0,solution
eta,1.71,False,linear,True,1,1.0,-,0.45,0.01,1.71,1.0,0.5,2.0,0.3920828821056094,0.6079171178943906,0.35622965982786337,0.5968497799512565,0.08117338906758687,0.10024420995434768,0.3039585589471953,0.3039585589471953,7.909887407905622e-17,True,True,True,saddle,-0.9707222332554319,0.0,0.08117338906961842,0.0,1.05189562229381,0.0,solution
eta,1.71,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.71,1.0,0.5,2.0,0.6370698269520754,0.36293017304792463,0.24323826041283894,0.493191910327855,0.10054104365511718,0.12752259669734808,0.4624237250786562,0.4624237250786562,5.4009743436020705e-17,True,True,True,saddle,-1.6187097674470936,0.0,0.10054104365453533,0.0,1.719250811110418,0.0,solution
eta,1.7174999999999998,False,linear,True,1,1.0,-,0.45,0.01,1.7174999999999998,1.0,0.5,2.0,0.39307570559542215,0.6069242944045778,0.35669921185851333,0.5972430090495102,0.08153721307315247,0.09970343285456792,0.3034621472022889,0.3034621472022889,2.475097986693551e-17,True,True,True,saddle,-0.9701277077369642,0.0,0.08153721307269352,0.0,1.0516649208668434,0.0,solution
eta,1.7174999999999998,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.7174999999999998,1.0,0.5,2.0,0.6375666768716307,0.3624333231283693,0.24338383101443178,0.49333946833233583,0.10107017127347719,0.1269270679769717,0.46215081882899267,0.46215081882899267,5.741969576541135e-17,True,True,True,saddle,-1.6198283776790336,0.0,0.10107017127367704,0.0,1.7208985489218076,0.0,solution
eta,1.725,False,linear,True,1,1.0,-,0.45,0.01,1.725,1.0,0.5,2.0,0.3940546951945251,0.6059453048054749,0.35716313086457446,0.5976312666390325,0.08189727493276269,0.09916865507967267,0.30297265240273746,0.30297265240273746,4.9566341429132306e-17,True,True,True,saddle,-0.9695452955779793,0.0,0.08189727493466464,0.0,1.0514425704720807,0.0,solution
eta,1.725,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.725,1.0,0.5,2.0,0.6380573077589824,0.3619426922410176,0.24352822534606713,0.4934857904196099,0.10159435413078394,0.1263370401803916,0.46188035954868334,0.46188035954868323,1.1102230246251565e-16,True,True,True,saddle,-1.6209347606714142,0.0,0.10159435413055615,0.0,1.722529114794583,0.0,solution
eta,1.7325,False,linear,True,1,1.0,-,0.45,0.01,1.7325,1.0,0.5,2.0,0.3950201439942148,0.6049798560057852,0.35762152014730136,0.5980146487731729,0.08225363428464237,0.09863977376742984,0.3024899280028926,0.3024899280028926,3.474096900478604e-17,True,True,True,saddle,-0.9689746443540824,0.0,0.08225363428686296,0.0,1.0512282786001863,0.0,solution
eta,1.7325,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.7325,1.0,0.5,2.0,0.6385418360167345,0.36145816398326547,0.24367145498405077,0.49363088941439914,0.10211366122757791,0.1257524385359425,0.46161231934622443,0.4616123193462245,1.0483024315979214e-16,True,True,True,saddle,-1.6220291135646527,0.0,0.10211366122744073,0.0,1.7241427747926883,0.0,solution
eta,1.74,False,linear,True,1,1.0,-,0.45,0.01,1.74,1.0,0.5,2.0,0.3959723367186351,0.6040276632813649,0.35807448043539675,0.5983932489888207,0.082606349475128,0.09811668847990268,0.30201383164068246,0.30201383164068246,4.969281658875845e-18,True,True,True,saddle,-0.9684154152447378,0.0,0.08260634947639414,0.0,1.051021764673677,0.0,solution
eta,1.74,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.74,1.0,0.5,2.0,0.639020375158769,0.36097962484123103,0.24381353144596388,0.4937747780577334,0.10262816029124987,0.1251731895827701,0.4613466705814302,0.46134667058143025,5.551115123125783e-17,True,True,True,saddle,-1.6231116293123238,0.0,0.10262816029173971,0.0,1.7257397895722886,0.0,solution
eta,1.7475,False,linear,True,1,1.0,-,0.45,0.01,1.7475,1.0,0.5,2.0,0.3969115500257069,0.6030884499742931,0.35852210996648537,0.5987671583900418,0.08295547759459211,0.09759930112988909,0.30154422498714656,0.30154422498714656,1.6419129429531854e-16,True,True,True,saddle,-0.9678672818791877,0.0,0.08295547759459203,0.0,1.0508227594337471,0.0,solution
eta,1.7475,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.7475,1.0,0.5,2.0,0.6394930358991481,0.3605069641008519,0.24395446618608532,0.49391746900275285,0.10313791780497801,0.12459922114378325,0.4610833858712778,0.46108338587127795,1.6653345369377348e-16,True,True,True,saddle,-1.6241824968541292,0.0,0.10313791780524256,0.0,1.727320414620802,0.0,solution
eta,1.755,False,linear,True,1,1.0,-,0.45,0.01,1.755,1.0,0.5,2.0,0.39783805279499806,0.6021619472050019,0.3589645045654415,0.599136465728336,0.08330107451213552,0.09708751591011328,0.30108097360250097,0.30108097360250097,8.468776482323949e-17,True,True,True,saddle,-0.9673299300628222,0.0,0.08330107450977936,0.0,1.050631004597768,0.0,solution
eta,1.755,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.755,1.0,0.5,2.0,0.6399599262377673,0.3600400737622327,0.244094270591199,0.4940589748109015,0.10364299903589527,0.12403046229919908,0.4608224380950374,0.4608224380950375,6.097479286262228e-17,True,True,True,saddle,-1.625241901192286,0.0,0.10364299903617225,0.0,1.7288849001976248,0.0,solution
eta,1.7625,False,linear,True,1,1.0,-,0.45,0.01,1.7625,1.0,0.5,2.0,0.39875210640320113,0.6012478935967989,0.3594017577197162,0.5995012574796789,0.083643194909098,0.09658123922504654,0.30062394679839943,0.30062394679839943,3.9901610651118105e-17,True,True,True,saddle,-0.9668030572412869,0.0,0.08364319490776286,0.0,1.0504462521933162,0.0,solution
eta,1.7625,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.7625,1.0,0.5,2.0,0.6404211515428945,0.3595788484571055,0.2442329559767645,0.49419930794848804,0.10414346806251067,0.12346684336066971,0.46056380039873496,0.46056380039873496,1.6947065693604137e-17,True,True,True,saddle,-1.626290023630123,0.0,0.104143468061924,0.0,1.7304334916802842,0.0,solution
eta,1.77,False,linear,True,1,1.0,-,0.45,0.01,1.77,1.0,0.5,2.0,0.39965396498783345,0.6003460350121665,0.3598339606517968,0.5998616179184969,0.0839818923114355,0.0960803796252409,0.3001730175060833,0.3001730175060833,3.4955895463797647e-17,True,True,True,saddle,-0.9662863717895038,0.0,0.08398189231019519,0.0,1.0502682641253125,0.0,solution
eta,1.77,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.77,1.0,0.5,2.0,0.640876814630727,0.359123185369273,0.24437053358342453,0.4943384807835867,0.10463938780140523,0.12290829584598079,0.46030744619899955,0.46030744619899955,5.0869836173297433e-17,True,True,True,saddle,-1.6273270415891545,0.0,0.1046393878014438,0.0,1.7319664293601549,0.0,solution
eta,1.7774999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.7774999999999999,1.0,0.5,2.0,0.4005438756997618,0.5994561243002382,0.36026120238893133,0.600217629188723,0.08431721912101015,0.0955848477440645,0.2997280621501191,0.2997280621501191,1.999851408856675e-17,True,True,True,saddle,-0.9657795925319702,0.0,0.08431721912173465,0.0,1.050096811625051,0.0,solution
eta,1.7774999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.7774999999999999,1.0,0.5,2.0,0.6413270158422782,0.35867298415772175,0.24450701457388535,0.4944765055833142,0.10513082003321404,0.12235475245429457,0.46005334918623286,0.46005334918623286,2.8635693076351996e-13,True,True,True,saddle,-1.6283531289530822,0.0,0.10513082003362301,0.0,1.7334839489776845,0.0,solution
eta,1.785,False,linear,True,1,1.0,-,0.45,0.01,1.785,1.0,0.5,2.0,0.4014220789450961,0.5985779210549039,0.3606835698302376,0.6005693713720652,0.08464922664583639,0.09509455623673425,0.29928896052745196,0.29928896052745196,7.508235071803597e-17,True,True,True,saddle,-0.9652824484448138,0.0,0.08464922664571158,0.0,1.049931675079705,0.0,solution
eta,1.785,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.785,1.0,0.5,2.0,0.6417718531163924,0.3582281468836076,0.24464241002974882,0.4946133945110553,0.10561782542799424,0.12180614704203087,0.45980148332788817,0.4598014833278881,1.05247959110741e-16,True,True,True,saddle,-1.6293684560351673,0.0,0.10561782542795219,0.0,1.7349862814368098,0.0,solution
eta,1.7925,False,linear,True,1,1.0,-,0.45,0.01,1.7925,1.0,0.5,2.0,0.4022888086169797,0.5977111913830203,0.3611011478113131,0.6009169225536198,0.08497796512932516,0.09460941972154593,0.29885559569151016,0.29885559569151016,1.3530469787505846e-16,True,True,True,saddle,-0.964794678096881,0.0,0.08497796513041496,0.0,1.0497726431703838,0.0,solution
eta,1.7925,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.7925,1.0,0.5,2.0,0.6422114220629622,0.3577885779370378,0.24477673094947927,0.4947491596248338,0.10610046356975937,0.12126241459906544,0.45955182286966006,0.45955182286966006,1.0190878597222089e-17,True,True,True,saddle,-1.6303731897743283,0.0,0.10610046356971281,0.0,1.7364736533232485,0.0,solution
eta,1.8,False,linear,True,1,1.0,-,0.45,0.01,1.8,1.0,0.5,2.0,0.4031442923177735,0.5968557076822265,0.36151401916645787,0.6012603588849491,0.08530348377856574,0.09412935472320716,0.29842785384111326,0.29842785384111326,5.518716332296498e-17,True,True,True,saddle,-0.9643160292259161,0.0,0.08530348377821165,0.0,1.0496195130260553,0.0,solution
eta,1.8,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.8,1.0,0.5,2.0,0.6426458160298534,0.3573541839701466,0.24490998824548127,0.494883812874781,0.10657879298059936,0.12072349122574919,0.4593043423383545,0.45930434233835443,5.551115123125783e-17,True,True,True,saddle,-1.6313674935437323,0.0,0.10657879298053083,0.0,1.7379462865021111,0.0,solution
eta,1.8074999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.8074999999999999,1.0,0.5,2.0,0.40398875157209246,0.5960112484279075,0.36192226478861106,0.6015997546447397,0.08562583079168339,0.09365427961818375,0.29800562421395377,0.29800562421395377,7.534020590489973e-17,True,True,True,saddle,-0.9638462585457771,0.0,0.0856258307946685,0.0,1.0494720893090743,0.0,solution
eta,1.8074999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.8074999999999999,1.0,0.5,2.0,0.6430751261702428,0.35692487382975724,0.24504219274227756,0.4950173661017132,0.10705287114400551,0.12018931411022356,0.4590590165427382,0.45905901654273823,5.551115123125783e-17,True,True,True,saddle,-1.6323515276038607,0.0,0.10705287114414257,0.0,1.7394043987377017,0.0,solution
eta,1.815,False,linear,True,1,1.0,-,0.45,0.01,1.815,1.0,0.5,2.0,0.4048224020311427,0.5951775979688573,0.362325963687104,0.6019351822971507,0.08594505338430852,0.09318411458197366,0.29758879898442864,0.29758879898442864,1.4079191955672243e-16,True,True,True,saddle,-0.9633851308972268,0.0,0.08594505338588365,0.0,1.0493301842783196,0.0,solution
eta,1.815,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.815,1.0,0.5,2.0,0.6434994415065048,0.35650055849349516,0.24517335517456762,0.49514983103558424,0.10752275452765812,0.11965982150632899,0.45881582057464243,0.4588158205746424,5.551115123125783e-17,True,True,True,saddle,-1.6333254490152336,0.0,0.10752275452835508,0.0,1.7408482035065553,0.0,solution
eta,1.8225,False,linear,True,1,1.0,-,0.45,0.01,1.8225,1.0,0.5,2.0,0.4056454536687717,0.5943545463312283,0.3627251930433214,0.6022667125479553,0.08626119781519237,0.09271878153822778,0.29717727316561415,0.29717727316561415,4.027058609283001e-17,True,True,True,saddle,-0.9629324193783276,0.0,0.08626119781540324,0.0,1.0491936172093514,0.0,solution
eta,1.8225,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.8225,1.0,0.5,2.0,0.6439188489921811,0.3560811510078189,0.24530348618558967,0.4952812192942406,0.10798849860560726,0.11913495271198449,0.45857472980953146,0.45857472980953157,1.8245183616867163e-13,True,True,True,saddle,-1.6342894114749293,0.0,0.10798849860533617,0.0,1.7422779100631938,0.0,solution
eta,1.83,False,linear,True,1,1.0,-,0.45,0.01,1.83,1.0,0.5,2.0,0.40645811096962514,0.5935418890303749,0.36312002826436135,0.6025944143985749,0.08657430941100126,0.09225820410964004,0.29677094451518743,0.29677094451518743,1.5117908103061184e-17,True,True,True,saddle,-0.96248790487156,0.0,0.08657430941369561,0.0,1.0490622142543458,0.0,solution
eta,1.83,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.83,1.0,0.5,2.0,0.6443334335707618,0.3556665664292382,0.24543259632535136,0.49541154238203955,0.10845015787994987,0.11861464804813235,0.458335719907349,0.458335719907349,5.222071299106608e-13,True,True,True,saddle,-1.635243565899669,0.0,0.10845015788015197,0.0,1.743693723747745,0.0,solution
eta,1.8375,False,linear,True,1,1.0,-,0.45,0.01,1.8375,1.0,0.5,2.0,0.40726057310978214,0.5927394268902179,0.36351054303477853,0.6029183551980969,0.08688443259032232,0.09180230757053409,0.29636971344510893,0.29636971344510893,8.576027709638105e-17,True,True,True,saddle,-0.9620513754763468,0.0,0.08688443259122045,0.0,1.0489358080331233,0.0,solution
eta,1.8375,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.8375,1.0,0.5,2.0,0.6447432782362301,0.3552567217637699,0.2455606960502303,0.4955408116898449,0.10890778590170869,0.11809884883786112,0.45809876681085854,0.45809876681085854,2.726271386979454e-17,True,True,True,saddle,-1.6361880600796392,0.0,0.108907785901632,0.0,1.7450958459758061,0.0,solution
eta,1.845,False,linear,True,1,1.0,-,0.45,0.01,1.845,1.0,0.5,2.0,0.40805303413022176,0.5919469658697782,0.3638968093664918,0.6032386006933673,0.087191610886909,0.09135101880107571,0.2959734829348891,0.2959734829348891,7.070115786060435e-17,True,True,True,saddle,-0.9616226264283402,0.0,0.08719161088645662,0.0,1.0488142373551843,0.0,solution
eta,1.845,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.845,1.0,0.5,2.0,0.6451484640841803,0.35485153591581975,0.2456877957204213,0.4956690384928448,0.10936143529165082,0.11758749738656901,0.4578638467480069,0.4578638467480069,4.0915237151732056e-17,True,True,True,saddle,-1.63712303901146,0.0,0.10936143529170493,0.0,1.7464844742978674,0.0,solution
eta,1.8525,False,linear,True,1,1.0,-,0.45,0.01,1.8525,1.0,0.5,2.0,0.4088356831034552,0.5911643168965448,0.36427889764693366,0.6035552150772402,0.08749588697219636,0.09090426624304557,0.2955821584482724,0.2955821584482724,7.58307786661306e-17,True,True,True,saddle,-0.9612014599856258,0.0,0.08749588697061046,0.0,1.0486973469977474,0.0,solution
eta,1.8525,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.8525,1.0,0.5,2.0,0.6455490703696012,0.3544509296303988,0.24581390560021005,0.49579623395121714,0.10981115776003475,0.11708053696191756,0.4576309362290897,0.4576309362290898,1.1102230246251565e-16,True,True,True,saddle,-1.638048644616054,0.0,0.10981115776032363,0.0,1.7478598023665797,0.0,solution
eta,1.8599999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.8599999999999999,1.0,0.5,2.0,0.40960870429363394,0.5903912957063661,0.36465687668551294,0.6038682610350646,0.08779730267711289,0.09046197985710802,0.29519564785318303,0.29519564785318303,6.072756908762294e-17,True,True,True,saddle,-0.9607876846656053,0.0,0.08779730267893134,0.0,1.0485849873117454,0.0,solution
eta,1.8599999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.8599999999999999,1.0,0.5,2.0,0.6459451745570473,0.35405482544295275,0.24593903585658722,0.4959224091091138,0.11025700412622202,0.11657791177467677,0.4574000120470261,0.457400012047026,1.1102230246251565e-16,True,True,True,saddle,-1.6389650162782086,0.0,0.11025700412589613,0.0,1.7492220204141713,0.0,solution
eta,1.8675,False,linear,True,1,1.0,-,0.45,0.01,1.8675,1.0,0.5,2.0,0.4103722773104387,0.5896277226895613,0.3650308137584628,0.6041777997894848,0.08809589901321545,0.09002409108151638,0.29481386134478066,0.29481386134478066,1.5704042547626733e-16,True,True,True,saddle,-0.9603811153125773,0.0,0.08809589901342714,0.0,1.0484770142985984,0.0,solution
eta,1.8675,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.8675,1.0,0.5,2.0,0.6463368523712152,0.3536631476287848,0.2460631965586726,0.49604757489445767,0.11069902433765788,0.11607956695983616,0.45717105127617036,0.45717105127617036,8.195550789969117e-17,True,True,True,saddle,-1.6398722905499337,0.0,0.11069902433738046,0.0,1.7505713148854987,0.0,solution
eta,1.875,False,linear,True,1,1.0,-,0.45,0.01,1.875,1.0,0.5,2.0,0.4111265772570276,0.5888734227429724,0.3654007746521385,0.6044838911436256,0.08839171619317197,0.08959053279219654,0.2944367113714862,0.2944367113714862,4.563858973890065e-17,True,True,True,saddle,-0.959981572865184,0.0,0.08839171619076101,0.0,1.0483732890941195,0.0,solution
eta,1.875,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.875,1.0,0.5,2.0,0.6467241778455013,0.3532758221544987,0.2461863976771604,0.4961717421187551,0.11113726748839478,0.11558544855816547,0.45694403127112343,0.45694403127112343,6.149740658640945e-17,True,True,True,saddle,-1.6407706013890049,0.0,0.1111372674886921,0.0,1.7519078688729692,0.0,solution
eta,1.8825,False,linear,True,1,1.0,-,0.45,0.01,1.8825,1.0,0.5,2.0,0.4118717748723163,0.5881282251276837,0.3657668237048294,0.6047865935227312,0.0886847936506164,0.08916123926415455,0.29406411256384185,0.29406411256384185,3.04562061990834e-17,True,True,True,saddle,-0.959588884025833,0.0,0.08868479365111924,0.0,1.0482736776563895,0.0,solution
eta,1.8825,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.8825,1.0,0.5,2.0,0.647107223368947,0.352892776631053,0.2463086490838856,0.4962949214770242,0.11157178183715102,0.11509550349818809,0.45671892966535754,0.4567189296653575,5.551115123125783e-17,True,True,True,saddle,-1.6416600801964323,0.0,0.11157178183741419,0.0,1.75323186199132,0.0,solution
eta,1.89,False,linear,True,1,1.0,-,0.45,0.01,1.89,1.0,0.5,2.0,0.41260803666783696,0.587391963332163,0.3661290238471439,0.6050859640143241,0.08897517005939852,0.08873614613415563,0.2936959816660815,0.2936959816660815,2.5405304516164512e-17,True,True,True,saddle,-0.959202880900048,0.0,0.08897517006037582,0.0,1.0481780509200596,0.0,solution
eta,1.89,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.89,1.0,0.5,2.0,0.6474860597316305,0.35251394026836946,0.24642996055150038,0.49641712354782885,0.11200261482491775,0.11460967957855928,0.45649572436967584,0.45649572436967584,4.1038832424261715e-17,True,True,True,saddle,-1.6425408557790078,0.0,0.11200261482490383,0.0,1.754543470574263,0.0,solution
eta,1.8975,False,linear,True,1,1.0,-,0.45,0.01,1.8975,1.0,0.5,2.0,0.41333552505942805,0.586664474940572,0.3664874366410269,0.6053820584069426,0.0892628833522509,0.08831519036462494,0.293332237470286,0.293332237470286,1.0680673247861434e-16,True,True,True,saddle,-0.9588234010682191,0.0,0.08926288335411477,0.0,1.0480862844040642,0.0,solution
eta,1.8975,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.8975,1.0,0.5,2.0,0.6478607561685666,0.35213924383143336,0.24655034175325471,0.49653835879341157,0.11242981309212696,0.11412792545083783,0.4562743935705193,0.45627439357051935,5.551115123125783e-17,True,True,True,saddle,-1.643413054442687,0.0,0.11242981309263672,0.0,1.7558428675022868,0.0,solution
eta,1.905,False,linear,True,1,1.0,-,0.45,0.01,1.905,1.0,0.5,2.0,0.41405439849397385,0.5859456015060261,0.36684212231746255,0.6056749312275213,0.08954797073889342,0.087898310208722,0.2929728007530131,0.2929728007530131,1.2218297117976148e-16,True,True,True,saddle,-0.9584502871996429,0.0,0.08954797074025328,0.0,1.0479982579062392,0.0,solution
eta,1.905,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.905,1.0,0.5,2.0,0.648231380402171,0.351768619597829,0.24666980226287263,0.4966586375599166,0.11285342249539317,0.11365019060264435,0.45605491572813384,0.4560549157281338,5.551115123125783e-17,True,True,True,saddle,-1.6442768002091965,0.0,0.11285342249540592,0.0,1.7571302226898056,0.0,solution
eta,1.9124999999999999,False,linear,True,1,1.0,-,0.45,0.01,1.9124999999999999,1.0,0.5,2.0,0.41476481157141676,0.5852351884285832,0.36719313981291496,0.6059646357774643,0.08983046872359672,0.08748544517654434,0.2926175942142916,0.2926175942142916,5.605411326689658e-17,True,True,True,saddle,-0.9580833868338433,0.0,0.08983046872428223,0.0,1.0479138555137681,0.0,solution
eta,1.9124999999999999,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.9124999999999999,1.0,0.5,2.0,0.6485979986833414,0.35140200131665855,0.24678835155451828,0.4967779700776981,0.11327348812384064,0.11317642534119524,0.4558372695746113,0.4558372695746113,5.479802202102275e-17,True,True,True,saddle,-1.6451322147454353,0.0,0.11327348812393939,0.0,1.7584057028280649,0.0,solution
eta,1.92,False,linear,True,1,1.0,-,0.45,0.01,1.92,1.0,0.5,2.0,0.41546691516224865,0.5845330848377513,0.36754054680455817,0.6062512241674718,0.09011041312222223,0.08707653600241547,0.2922665424188757,0.2922665424188757,4.080519775457405e-17,True,True,True,saddle,-0.9577225522651328,0.0,0.0901104131236501,0.0,1.0478329653525316,0.0,solution
eta,1.92,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.92,1.0,0.5,2.0,0.6489606758312116,0.35103932416878836,0.24690599900284457,0.49689636646170454,0.1136900543150283,0.11270658077720466,0.4556214341118174,0.4556214341118174,2.0559054375827548e-17,True,True,True,saddle,-1.6459794173218785,0.0,0.11369005431494629,0.0,1.7596694716217165,0.0,solution
eta,1.9275,False,linear,True,1,1.0,-,0.45,0.01,1.9275,1.0,0.5,2.0,0.41616085652067525,0.5838391434793248,0.36788439974434045,0.6065347473511641,0.09038783907875896,0.0866715246132172,0.2919195717396624,0.2919195717396624,1.5316264912371444e-17,True,True,True,saddle,-0.9573676403256632,0.0,0.09038783907956423,0.0,1.0477554793554578,0.0,solution
eta,1.9275,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.9275,1.0,0.5,2.0,0.6493194752716229,0.3506805247283771,0.24702275388311848,0.4970138367119355,0.11410316467048297,0.11224060880914608,0.4554073886092145,0.45540738860921437,1.1102230246251565e-16,True,True,True,saddle,-1.6468185250269105,0.0,0.11410316467102996,0.0,1.7609216896820494,0.0,solution
eta,1.935,False,linear,True,1,1.0,-,0.45,0.01,1.935,1.0,0.5,2.0,0.41684677939364023,0.5831532206063598,0.3682247538919305,0.6068152551575565,0.09066278108137368,0.08627035409772586,0.2915766103031799,0.2915766103031799,3.066087000058147e-17,True,True,True,saddle,-0.9570185122985467,0.0,0.09066278108181987,0.0,1.0476812933281938,0.0,solution
eta,1.935,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.935,1.0,0.5,2.0,0.6496744590743654,0.3503255409256346,0.2471386253714183,0.4971303907139638,0.1145128620708526,0.1117784621078637,0.4551951126015921,0.45519511260159223,1.1102230246251565e-16,True,True,True,saddle,-1.6476496527850617,0.0,0.11451286206981437,0.0,1.7621625148145723,0.0,solution
eta,1.9425,False,linear,True,1,1.0,-,0.45,0.01,1.9425,1.0,0.5,2.0,0.4175248241258891,0.5824751758741109,0.3685616633465873,0.6070927963224299,0.09093527297799199,0.08587296867691459,0.29123758793705545,0.29123758793705545,1.6878907841462983e-16,True,True,True,saddle,-0.956675033505483,0.0,0.09093527297618154,0.0,1.0476103065141267,0.0,solution
eta,1.9425,False,nonlinear,True,1,1.0,upper,0.45,0.01,1.9425,1.0,0.5,2.0,0.6500256879892319,0.3499743120107681,0.24725362254489616,0.49724603823951796,0.11491918869068954,0.11132009410152738,0.4549845858867154,0.4549845858867153,1.1102230246251565e-16,True,True,True,saddle,-1.6484729132260247,0.0,0.11491918869090716,0.0,1.7633921018924381,0.0,solution
eta,1.95,False,linear,True,1,1.0,-,0.45,0.01,1.95,1.0,0.5,2.0,0.418195127761237,0.581804872238763,0.3688951810779963,0.6073674185186396,0.09120534799142645,0.08547931367518573,0.2909024361193815,0.2909024361193815,3.583614332428006e-17,True,True,True,saddle,-0.9563370736063039,0.0,0.09120534798882673,0.0,1.047542421613856,0.0,solution
