Pbar,mNL,n_points,E_roots,x_roots,tau_roots
428.0,0.054,3,13.9129139223; 27.5132846569; 195.1664165316,0.0993113861; 0.1199860793; 0.1457500733,0.1462056982; 0.0597984663; 0.0052965338
428.0,0.0545,3,15.2301703889; 24.3476484853; 198.3408452920,0.1026885847; 0.1169948736; 0.1458671435,0.1294948150; 0.0699489408; 0.0051835423
429.0,0.0475,3,8.7340853059; 87.4807564367; 121.6617827229,0.0778504430; 0.1387049313; 0.1419609896,0.2760887605; 0.0143388417; 0.0096114195
429.0,0.048,3,8.9351964209; 75.8819434151; 134.7231197857,0.0790765834; 0.1370905194; 0.1428514160,0.2675653790; 0.0170322463; 0.0084827178
429.0,0.0485,3,9.1503230247; 68.2311323928; 143.7921610120,0.0803372514; 0.1357875168; 0.1433959901,0.2589413169; 0.0193750622; 0.0078271491
429.0,0.049,3,9.3814768798; 62.2217588901; 151.1743035675,0.0816366298; 0.1345837503; 0.1438026996,0.2502002858; 0.0216735643; 0.0073547399
429.0,0.0495,3,9.6311400305; 57.1754204791; 157.5462806386,0.0829798063; 0.1334147596; 0.1441309140,0.2413223727; 0.0240289414; 0.0069842264
429.0,0.05,3,9.9024275142; 52.7773909061; 163.2204860856,0.0843730734; 0.1322475228; 0.1444073603,0.2322828278; 0.0265019816; 0.0066795819
429.0,0.0505,3,10.1993287202; 48.8488991309; 168.3724554465,0.0858243681; 0.1310594400; 0.1446466987,0.2230502787; 0.0291435580; 0.0064213169
429.0,0.051,3,10.5270788705; 45.2747861635; 173.1128389441,0.0873439428; 0.1298312305; 0.1448579549,0.2135840023; 0.0320062504; 0.0061975855
429.0,0.0515,3,10.8927570064; 41.9733871983; 177.5169226156,0.0889454347; 0.1285432542; 0.1450471295,0.2038295674; 0.0351522812; 0.0060006064
429.0,0.052,3,11.3063038380; 38.8813312344; 181.6388120259,0.0906476676; 0.1271724704; 0.1452184371,0.1937114773; 0.0386625607; 0.0058249760
429.0,0.0525,3,11.7823826728; 35.9440859833; 185.5190275497,0.0924779124; 0.1256885200; 0.1453749635,0.1831198298; 0.0426509142; 0.0056667805
429.0,0.053,3,12.3441222069; 33.1078117584; 189.1889087490,0.0944783741; 0.1240468621; 0.1455190426,0.1718837213; 0.0472911845; 0.0055230899
429.0,0.0535,3,13.0317301529; 30.3080335352; 192.6733296877,0.0967209534; 0.1221737819; 0.1456524865,0.1597106019; 0.0528781822; 0.0053916518
429.0,0.054,3,13.9269218491; 27.4434557805; 195.9924564421,0.0993486087; 0.1199248816; 0.1457767323,0.1460159897; 0.0599981675; 0.0052706965
429.0,0.0545,3,15.2552049233; 24.2724950572; 199.1629307322,0.1027462034; 0.1169141353; 0.1458929408,0.1292185048; 0.0702339445; 0.0051588075
430.0,0.0475,3,8.7357615180; 86.4180088592; 123.4675425814,0.0778592794; 0.1385696374; 0.1420902010,0.2760268569; 0.0145556653; 0.0094432600
430.0,0.048,3,8.9370278040; 75.3663232089; 135.9838112710,0.0790859494; 0.1370075858; 0.1429277320,0.2675007861; 0.0171768648; 0.0083892590
430.0,0.0485,3,9.1523339105; 67.8839083397; 144.8864485790,0.0803472099; 0.1357208767; 0.1434554146,0.2588737548; 0.0194989386; 0.0077572080
430.0,0.049,3,9.3836974607; 61.9613521385; 152.1836946615,0.0816472567; 0.1345254647; 0.1438530955,0.2501294167; 0.0217881256; 0.0072972269
430.0,0.0495,3,9.6336083804; 56.9689041635; 158.5036240094,0.0829911950; 0.1333615199; 0.1441754965,0.2412477835; 0.0241391051; 0.0069346369
430.0,0.05,3,9.9051925628; 52.6077753913; 164.1426835243,0.0843853407; 0.1321975324; 0.1444478091,0.2322040038; 0.0266106014; 0.0066355768
430.0,0.0505,3,10.2024547818; 48.7061223435; 169.2694668830,0.0858376634; 0.1310115437; 0.1446840197,0.2229665647; 0.0292526816; 0.0063815035
430.0,0.051,3,10.5306528228; 45.1523207713; 173.9910680489,0.0873584622; 0.1297845742; 0.1448928058,0.2134945422; 0.0321176397; 0.0061610578
430.0,0.0515,3,10.8969002492; 41.8667003300; 178.3807450833,0.0889614444; 0.1284971145; 0.1450799678,0.2037332057; 0.0352677186; 0.0059667374
430.0,0.052,3,11.3111934899; 38.7870834929; 182.4913553280,0.0906655438; 0.1271261377; 0.1452495959,0.1936065877; 0.0387841267; 0.0057933114
430.0,0.0525,3,11.7882922997; 35.8596560561; 186.3626055613,0.0924982175; 0.1256411806; 0.1454046942,0.1830039940; 0.0427813682; 0.0056369788
430.0,0.053,3,12.3515091136; 33.0309500147; 190.0252808265,0.0945020164; 0.1239974126; 0.1455475403,0.1717530554; 0.0474346739; 0.0054948876
430.0,0.0535,3,13.0414544895; 30.2364800792; 193.5038634772,0.0967495790; 0.1221204212; 0.1456799061,0.1595581066; 0.0530419146; 0.0053648403
430.0,0.054,3,13.9409555513; 27.3741247079; 196.8182346522,0.0993858422; 0.1198638597; 0.1458031992,0.1458263492; 0.0601976267; 0.0052451078
430.0,0.0545,3,15.2804483715; 24.1975852319; 199.9848236693,0.1028041527; 0.1168332410; 0.1459185582,0.1289409073; 0.0705200799; 0.0051343038
431.0,0.0475,3,8.7374312535; 85.4511453252; 125.1777130970,0.0778680797; 0.1384440880; 0.1422096985,0.2759652138; 0.0147583277; 0.0092890635
431.0,0.048,3,8.9388522327; 74.8712729647; 137.2242256505,0.0790952775; 0.1369270516; 0.1430016808,0.2674364627; 0.0173178846; 0.0082991928
431.0,0.0485,3,9.1543373141; 67.5461777850; 145.9715337509,0.0803571286; 0.1356555011; 0.1435136087,0.2588064714; 0.0196208479; 0.0076890193
431.0,0.049,3,9.3859099771; 61.7065381496; 153.1877824383,0.0816578417; 0.1344680262; 0.1439026804,0.2500588364; 0.0219013172; 0.0072408598
431.0,0.0495,3,9.6360680251; 56.7661106744; 159.4575324389,0.0830025397; 0.1333089192; 0.1442194784,0.2411734937; 0.0242481941; 0.0068858887
431.0,0.05,3,9.9079482070; 52.4408274132; 165.0624998477,0.0843975617; 0.1321480592; 0.1444877814,0.2321254904; 0.0267183160; 0.0065922331
431.0,0.0505,3,10.2055706889; 48.5653537367; 170.1647551852,0.0858509100; 0.1309640860; 0.1447209451,0.2228831730; 0.0293610069; 0.0063422340
431.0,0.051,3,10.5342158449; 45.0314218234; 174.8680144424,0.0873729306; 0.1297383025; 0.1449273178,0.2134054162; 0.0322283020; 0.0061249917
431.0,0.0515,3,10.9010318264; 41.7612684832; 179.2435949439,0.0889774005; 0.1284513201; 0.1451125088,0.2036371892; 0.0353824792; 0.0059332695
431.0,0.052,3,11.3160709456; 38.6938623805; 183.3431529269,0.0906833644; 0.1270801206; 0.1452804893,0.1935020525; 0.0389050537; 0.0057620016
431.0,0.0525,3,11.7941898208; 35.7760795726; 187.2056089788,0.0925184663; 0.1255941324; 0.1454341846,0.1828885161; 0.0429112171; 0.0056074957
431.0,0.053,3,12.3588857779; 32.9548056974; 190.8612105110,0.0945256050; 0.1239482314; 0.1455758180,0.1716227356; 0.0475776003; 0.0054669745
431.0,0.0535,3,13.0511759565; 30.1655305649; 194.3340590646,0.0967781639; 0.1220672991; 0.1457071223,0.1594059003; 0.0532051662; 0.0053382939
431.0,0.054,3,13.9550155208; 27.3052830637; 197.6437581466,0.0994230875; 0.1198030100; 0.1458294766,0.1456367712; 0.0603968527; 0.0052197639
431.0,0.0545,3,15.3059068662; 24.1229063588; 200.8065297278,0.1028624433; 0.1167521777; 0.1459439980,0.1286619757; 0.0708073968; 0.0051100277
432.0,0.0475,3,8.7390945505; 84.5619531855; 126.8105058979,0.0778768440; 0.1383264891; 0.1423212757,0.2759038294; 0.0149494272; 0.0091462330
432.0,0.048,3,8.9406697473; 74.3951283958; 138.4460261954,0.0791045680; 0.1368487374; 0.1430734417,0.2673724069; 0.0174555698; 0.0082122563
432.0,0.0485,3,9.1563332783; 67.2174375401; 147.0479187056,0.0803670077; 0.1355913306; 0.1435706315,0.2587394651; 0.0197408795; 0.0076224950
432.0,0.049,3,9.3881144740; 61.4570921036; 154.1867907118,0.0816683852; 0.1344114057; 0.1439514833,0.2499885431; 0.0220131840; 0.0071855950
432.0,0.0495,3,9.6385190122; 56.5669177729; 160.4081271647,0.0830138406; 0.1332569399; 0.1442628769,0.2410995015; 0.0243562359; 0.0068379556
432.0,0.05,3,9.9106944971; 52.2764721615; 165.9800088699,0.0844097367; 0.1320990914; 0.1445272887,0.2320472857; 0.0268251446; 0.0065495332
432.0,0.0505,3,10.2086764942; 48.4265437613; 171.0583689102,0.0858641082; 0.1309170583; 0.1447574833,0.2228001015; 0.0294685481; 0.0063034955
432.0,0.051,3,10.5377679917; 44.9120545956; 175.7437118613,0.0873873480; 0.1296924086; 0.1449614972,0.2133166221; 0.0323382487; 0.0060893774
432.0,0.0515,3,10.9051517953; 41.6570662717; 180.1054966009,0.0889933033; 0.1284058656; 0.1451447577,0.2035415159; 0.0354965723; 0.0059001950
432.0,0.052,3,11.3209362639; 38.6016487181; 184.1942230237,0.0907011297; 0.1270344144; 0.1453111215,0.1933978698; 0.0390253499; 0.0057310403
432.0,0.0525,3,11.8000752973; 35.6933416580; 188.0480517035,0.0925386590; 0.1255473716; 0.1454634382,0.1827733941; 0.0430404678; 0.0055783257
432.0,0.053,3,12.3662522701; 32.8793670132; 191.6967086190,0.0945491402; 0.1238993152; 0.1456038785,0.1714927597; 0.0477199700; 0.0054393458
432.0,0.0535,3,13.0608946761; 30.0951754289; 195.1639249907,0.0968067088; 0.1220144125; 0.1457341377,0.1592539804; 0.0533679431; 0.0053120084
432.0,0.054,3,13.9691022566; 27.2369226329; 198.4690337474,0.0994603460; 0.1197423289; 0.1458555670,0.1454472502; 0.0605958541; 0.0051946612
432.0,0.0545,3,15.3315868077; 24.0484456523; 201.6280544056,0.1029210866; 0.1166709319; 0.1459692622,0.1283816611; 0.0710959465; 0.0050859761
433.0,0.0475,3,8.7407514466; 83.7372838699; 128.3790685393,0.0778855725; 0.1382155420; 0.1424262311,0.2758427023; 0.0151308445; 0.0090128892
433.0,0.048,3,8.9424803875; 73.9364313039; 139.6506700943,0.0791138209; 0.1367724856; 0.1431431718,0.2673086170; 0.0175901529; 0.0081282184
433.0,0.0485,3,9.1583218451; 66.8972252212; 148.1160648224,0.0803768474; 0.1355283104; 0.1436265377,0.2586727341; 0.0198591158; 0.0075575539
433.0,0.049,3,9.3903109962; 61.2128029064; 155.1809295764,0.0816788874; 0.1343555756; 0.1439995314,0.2499185350; 0.0221237683; 0.0071313918
433.0,0.0495,3,9.6409613891; 56.3712092631; 161.3555233877,0.0830250982; 0.1332055654; 0.1443057085,0.2410258050; 0.0244632566; 0.0067908127
433.0,0.05,3,9.9134314830; 52.1146379571; 166.8952812790,0.0844218660; 0.1320506176; 0.1445663422,0.2319693878; 0.0269311054; 0.0065074601
433.0,0.0505,3,10.2117722501; 48.2896446783; 171.9503548106,0.0858772583; 0.1308704522; 0.1447936425,0.2227173483; 0.0295753191; 0.0062652757
433.0,0.051,3,10.5413093181; 44.7941854949; 176.6181929164,0.0874017148; 0.1296468861; 0.1449953504,0.2132281580; 0.0324474907; 0.0060542055
433.0,0.0515,3,10.9092602125; 41.5540690590; 180.9664737133,0.0890091531; 0.1283607457; 0.1451767194,0.2034461839; 0.0356100071; 0.0058675062
433.0,0.052,3,11.3257895032; 38.5104238468; 185.0445833047,0.0907188400; 0.1269890149; 0.1453414966,0.1932940374; 0.0391450229; 0.0057004212
433.0,0.0525,3,11.8059487898; 35.6114278116; 188.8899472676,0.0925587960; 0.1255008943; 0.1454924585,0.1826586259; 0.0431691274; 0.0055494634
433.0,0.053,3,12.3736086602; 32.8046224464; 192.5317856953,0.0945726225; 0.1238506605; 0.1456317251,0.1713631255; 0.0478617893; 0.0054119971
433.0,0.0535,3,13.0706107710; 30.0254053179; 195.9934695916,0.0968352139; 0.1219617584; 0.1457609550,0.1591023441; 0.0535302516; 0.0052859799
433.0,0.054,3,13.9832162647; 27.1690353562; 199.2940681191,0.0994976186; 0.1196818131; 0.1458814725,0.1452577803; 0.0607946396; 0.0051697961
433.0,0.0545,3,15.3574948801; 23.9741901709; 202.4494030773,0.1029800944; 0.1165894897; 0.1459943530,0.1280999128; 0.0713857828; 0.0050621457
434.0,0.0475,3,8.7424019793; 82.9672802264; 129.8932571643,0.0778942655; 0.1381102704; 0.1425255408,0.2757818306; 0.0153039930; 0.0088876196
434.0,0.048,3,8.9442841931; 73.4938957488; 140.8394422835,0.0791230366; 0.1366981569; 0.1432110104,0.2672450915; 0.0177218391; 0.0080468749
434.0,0.0485,3,9.1603030566; 66.5851148120; 149.1763971190,0.0803866481; 0.1354663897; 0.1436813778,0.2586062767; 0.0199756330; 0.0074941212
434.0,0.049,3,9.3924995880; 60.9734720628; 156.1703965332,0.0816893485; 0.1343005098; 0.1440468506,0.2498488105; 0.0222331098; 0.0070782114
434.0,0.0495,3,9.6433952026; 56.1788745902; 162.2998306730,0.0830363125; 0.1331547797; 0.1443479889,0.2409524025; 0.0245692813; 0.0067444366
434.0,0.05,3,9.9161592140; 51.9552560766; 167.8083848132,0.0844339498; 0.1320026269; 0.1446049524,0.2318917949; 0.0270362160; 0.0064659978
434.0,0.0505,3,10.2148580087; 48.1546104702; 172.8407579231,0.0858903605; 0.1308242598; 0.1448294304,0.2226349115; 0.0296813331; 0.0062275628
434.0,0.051,3,10.5448398783; 44.6777820110; 177.4914891419,0.0874160313; 0.1296017286; 0.1450288834,0.2131400220; 0.0325560388; 0.0060194667
434.0,0.0515,3,10.9133571343; 41.4522529292; 181.8265492254,0.0890249503; 0.1283159554; 0.1452083988,0.2033511910; 0.0357227925; 0.0058351956
434.0,0.052,3,11.3306307215; 38.4201696096; 185.8942509605,0.0907364957; 0.1269439176; 0.1453716187,0.1931905533; 0.0392640806; 0.0056701382
434.0,0.0525,3,11.8118103587; 35.5303238944; 189.7313088475,0.0925788776; 0.1254546969; 0.1455212490,0.1825442094; 0.0432972025; 0.0055209038
434.0,0.053,3,12.3809550176; 32.7305607496; 193.3664520218,0.0945960521; 0.1238022642; 0.1456593606,0.1712338308; 0.0480030644; 0.0053849239
434.0,0.0535,3,13.0803243638; 29.9562110825; 196.8227010042,0.0968636797; 0.1219093337; 0.1457875768,0.1589509889; 0.0536920976; 0.0052602043
434.0,0.054,3,13.9973580583; 27.1016133256; 200.1188677728,0.0995349066; 0.1196214591; 0.1459071956,0.1450683560; 0.0609932180; 0.0051451653
434.0,0.0545,3,15.3836380692; 23.9001267964; 203.2705809976,0.1030394791; 0.1165078367; 0.1460192724,0.1278166776; 0.0716769611; 0.0050385335
435.0,0.047,3,8.5544906680; 103.7603110520; 108.3259544295,0.0767049849; 0.1404543055; 0.1408714772,0.2841720245; 0.0116818068; 0.0110883561
435.0,0.0475,3,8.7440461857; 82.2443294091; 131.3606836151,0.0779029232; 0.1380099182; 0.1426199607,0.2757212128; 0.0154699673; 0.0087693310
435.0,0.048,3,8.9460812034; 73.0663810265; 142.0134824688,0.0791322153; 0.1366256273; 0.1432770813,0.2671818286; 0.0178508114; 0.0079680443
435.0,0.0485,3,9.1622769543; 66.2807128266; 150.2293080878,0.0803964100; 0.1354055217; 0.1437351985,0.2585400912; 0.0200905016; 0.0074321275
435.0,0.049,3,9.3946802935; 60.7389126653; 157.1553775014,0.0816997688; 0.1342461840; 0.1440934651,0.2497793676; 0.0223412463; 0.0070260177
435.0,0.0495,3,9.6458204994; 55.9898084727; 163.2411533184,0.0830474839; 0.1331045675; 0.1443897330,0.2408792921; 0.0246743340; 0.0066988045
435.0,0.05,3,9.9188777394; 51.7982605890; 168.7193844244,0.0844459884; 0.1319551087; 0.1446431298,0.2318145050; 0.0271404933; 0.0064251306
435.0,0.0505,3,10.2179338215; 48.0213967582; 173.7296216515,0.0859034152; 0.1307784730; 0.1448648546,0.2225527893; 0.0297866031; 0.0061903452
435.0,0.051,3,10.5483597262; 44.5628126690; 178.3636310418,0.0874302978; 0.1295569300; 0.1450621020,0.2130522122; 0.0326639033; 0.0059851521
435.0,0.0515,3,10.9174426166; 41.3515946589; 182.6857453946,0.0890406950; 0.1282714895; 0.1452398007,0.2032565354; 0.0358349371; 0.0058032562
435.0,0.052,3,11.3354599763; 38.3308683328; 186.7432427033,0.0907540969; 0.1268991184; 0.1454014916,0.1930874156; 0.0393825303; 0.0056401853
435.0,0.0525,3,11.8176600638; 35.4500161177; 190.5721492748,0.0925989040; 0.1254087757; 0.1455498129,0.1824301426; 0.0434246998; 0.0054926417
435.0,0.053,3,12.3882914115; 32.6571709359; 194.2007176250,0.0946194294; 0.1237541230; 0.1456867879,0.1711048736; 0.0481438012; 0.0053581217
435.0,0.0535,3,13.0900355772; 29.8875837712; 197.6516271724,0.0968921067; 0.1218571355; 0.1458140056,0.1587999122; 0.0538534871; 0.0052346779
435.0,0.054,3,14.0115281582; 27.0346487795; 200.9434390709,0.0995722111; 0.1195612634; 0.1459327385,0.1448789715; 0.0611915979; 0.0051207651
435.0,0.0545,3,15.4100236821; 23.8262422113; 204.0915933043,0.1030992535; 0.1164259579; 0.1460440226,0.1275319003; 0.0719695395; 0.0050151363
436.0,0.047,3,8.5559958640; 98.9252899068; 113.9036297907,0.0767131401; 0.1399775534; 0.1413427992,0.2841140630; 0.0123789556; 0.0104364851
436.0,0.0475,3,8.7456841025; 81.5624084247; 132.7873698878,0.0779115458; 0.1379138855; 0.1427100905,0.2756608474; 0.0156296355; 0.0086571564
436.0,0.048,3,8.9478714572; 72.6528698529; 143.1738069421,0.0791413573; 0.1365547859; 0.1433414951,0.2671188266; 0.0179772332; 0.0078915643
436.0,0.0485,3,9.1642435795; 65.9836549760; 151.2751610306,0.0804061333; 0.1353456627; 0.1437880431,0.2584741759; 0.0202037871; 0.0073715086
436.0,0.049,3,9.3968531564; 60.5089484846; 158.1360477276,0.0817101486; 0.1341925749; 0.1441393979,0.2497102048; 0.0224482134; 0.0069747761
436.0,0.0495,3,9.6482373256; 55.8039105645; 164.1795906919,0.0830586126; 0.1330549144; 0.1444309552,0.2408064721; 0.0247784375; 0.0066538949
436.0,0.05,3,9.9215871079; 51.6435882029; 169.6283424298,0.0844579821; 0.1319080529; 0.1446808841,0.2317375165; 0.0272439536; 0.0063848437
436.0,0.0505,3,10.2209997398; 47.8899607241; 174.6169878446,0.0859164225; 0.1307330845; 0.1448999225,0.2224709798; 0.0298911416; 0.0061536119
436.0,0.051,3,10.5518689156; 44.4492469860; 179.2346481341,0.0874445145; 0.1295124843; 0.1450950119,0.2129647265; 0.0327710943; 0.0059512530
436.0,0.0515,3,10.9215167151; 41.2520716906; 183.5440838178,0.0890563876; 0.1282273433; 0.1452709296,0.2031622150; 0.0359464495; 0.0057716810
436.0,0.052,3,11.3402773248; 38.2425028097; 187.5915747843,0.0907716441; 0.1268546131; 0.1454311193,0.1929846221; 0.0395003794; 0.0056105567
436.0,0.0525,3,11.8234979647; 35.3704910307; 191.4124810485,0.0926188757; 0.1253631273; 0.1455781535,0.1823164234; 0.0435516258; 0.0054646722
436.0,0.053,3,12.3956179108; 32.5844422711; 195.0345922847,0.0946427547; 0.1237062339; 0.1457140098,0.1709762516; 0.0482840058; 0.0053315863
436.0,0.0535,3,13.0997445343; 29.8195146249; 198.4802558527,0.0969204952; 0.1218051609; 0.1458402439,0.1586491113; 0.0540144261; 0.0052093969
436.0,0.054,3,14.0257270926; 26.9681340985; 201.7677882307,0.0996095333; 0.1195012227; 0.1459581034,0.1446896210; 0.0613897878; 0.0050965924
436.0,0.0545,3,15.4366593683; 23.7525228743; 204.9124450217,0.1031594310; 0.1163438380; 0.1460686055,0.1272455229; 0.0722635783; 0.0049919511
437.0,0.047,3,8.5574952276; 96.4290456713; 117.1428188037,0.0767212619; 0.1397157737; 0.1415991765,0.2840563441; 0.0127703455; 0.0100901893
437.0,0.0475,3,8.7473157663; 80.9166561480; 134.1781761155,0.0779201335; 0.1378216870; 0.1427964154,0.2756007326; 0.0157837004; 0.0085503942
437.0,0.048,3,8.9496549933; 72.2524505786; 144.3213263661,0.0791504626; 0.1364855329; 0.1434043515,0.2670560841; 0.0181012516; 0.0078172891
437.0,0.0485,3,9.1662029733; 65.6936032590; 152.3142929670,0.0804158181; 0.1352867721; 0.1438399521,0.2584085291; 0.0203155507; 0.0073122047
437.0,0.049,3,9.3990182201; 60.2834131490; 159.1125726065,0.0817204880; 0.1341396604; 0.1441846708,0.2496413202; 0.0225540450; 0.0069244543
437.0,0.0495,3,9.6506457271; 55.6210851437; 165.1152375427,0.0830696989; 0.1330058064; 0.1444716692,0.2407339407; 0.0248816137; 0.0066096872
437.0,0.05,3,9.9242873679; 51.4911781257; 170.5353186542,0.0844699312; 0.1318614498; 0.1447182250,0.2316608274; 0.0273466127; 0.0063451226
437.0,0.0505,3,10.2240558144; 47.7602610367; 175.5028968695,0.0859293828; 0.1306880867; 0.1449346411,0.2223894810; 0.0299949607; 0.0061173522
437.0,0.051,3,10.5553674994; 44.3370554291; 180.1045689921,0.0874586818; 0.1294683857; 0.1451276187,0.2128775632; 0.0328776216; 0.0059177612
437.0,0.0515,3,10.9255794847; 41.1536621073; 184.4015854572,0.0890720283; 0.1281835119; 0.1453017901,0.2030682280; 0.0360573379; 0.0057404631
437.0,0.052,3,11.3450828237; 38.1550562835; 188.4392630099,0.0907891375; 0.1268103978; 0.1454605054,0.1928821710; 0.0396176351; 0.0055812467
437.0,0.0525,3,11.8293241203; 35.2917355107; 192.2523163454,0.0926387929; 0.1253177480; 0.1456062741,0.1822030497; 0.0436779868; 0.0054369904
437.0,0.053,3,12.4029345838; 32.5123642656; 195.8680855410,0.0946660283; 0.1236585936; 0.1457410292,0.1708479628; 0.0484236840; 0.0053053135
437.0,0.0535,3,13.1094513579; 29.7519950712; 199.3085946197,0.0969488458; 0.1217534069; 0.1458662941,0.1584985836; 0.0541749202; 0.0051843577
437.0,0.054,3,14.0399553978; 26.9020618010; 202.5919213287,0.0996468743; 0.1194413336; 0.1459832925,0.1445002986; 0.0615877965; 0.0050726437
437.0,0.0545,3,15.4635531421; 23.6789549944; 205.7331410634,0.1032200258; 0.1162614609; 0.1460930231,0.1269574852; 0.0725591402; 0.0049689751
438.0,0.047,3,8.5589887931; 94.5581920752; 119.7569067471,0.0767293507; 0.1395119838; 0.1417975915,0.2839988663; 0.0130792509; 0.0098261955
438.0,0.0475,3,8.7489412133; 80.3030828408; 135.5370910502,0.0779286866; 0.1377329230; 0.1428793348,0.2755408671; 0.0159327400; 0.0084484676
438.0,0.048,3,8.9514318500; 71.8643025616; 145.4568604018,0.0791595316; 0.1364177783; 0.1434657401,0.2669935992; 0.0182229991; 0.0077450872
438.0,0.0485,3,9.1681551762; 65.4102434141; 153.3470171821,0.0804254648; 0.1352288121; 0.1438909631,0.2583431491; 0.0204258493; 0.0072541601
438.0,0.049,3,9.4011755276; 60.0621494030; 160.0851084220,0.0817307873; 0.1340874197; 0.1442293044,0.2495727121; 0.0226587730; 0.0068750214
438.0,0.0495,3,9.6530457494; 55.4412408267; 166.0481842876,0.0830807430; 0.1329572301; 0.1445118882,0.2406616960; 0.0249838837; 0.0065661617
438.0,0.05,3,9.9269785675; 51.3409719307; 171.4403705615,0.0844818358; 0.1318152898; 0.1447551615,0.2315844360; 0.0274484858; 0.0063059536
438.0,0.0505,3,10.2271020960; 47.6322577833; 176.3873876806,0.0859422964; 0.1306434727; 0.1449690172,0.2223082912; 0.0300980722; 0.0060815557
438.0,0.051,3,10.5588555304; 44.2262093762; 180.9734212838,0.0874727998; 0.1294246287; 0.1451599278,0.2127907203; 0.0329834948; 0.0058846684
438.0,0.0515,3,10.9296309803; 41.0563446080; 185.2582706640,0.0890876176; 0.1281399908; 0.1453323864,0.2029745724; 0.0361676104; 0.0057095960
438.0,0.052,3,11.3498765295; 38.0685124325; 189.2863227573,0.0908065774; 0.1267664685; 0.1454896535,0.1927800603; 0.0397343044; 0.0055522499
438.0,0.0525,3,11.8351385895; 35.2137367513; 193.0916670308,0.0926586559; 0.1252726345; 0.1456341776,0.1820900197; 0.0438037891; 0.0054095918
438.0,0.053,3,12.4102414986; 32.4409266671; 196.7012067023,0.0946892505; 0.1236111992; 0.1457678487,0.1707200049; 0.0485628414; 0.0052792993
438.0,0.0535,3,13.1191561713; 29.6850167193; 200.1366508711,0.0969771588; 0.1217018709; 0.1458921587,0.1583483267; 0.0543349752; 0.0051595565
438.0,0.054,3,14.0542136180; 26.8364245394; 203.4158443048,0.0996842354; 0.1193815928; 0.1460083079,0.1443109986; 0.0617856325; 0.0050489160
438.0,0.0545,3,15.4907134079; 23.6055245037; 206.5536862352,0.1032810527; 0.1161788098; 0.1461172773,0.1266677237; 0.0728562911; 0.0049462052
439.0,0.047,3,8.5604765944; 93.0198651581; 122.0387565953,0.0767374065; 0.1393392615; 0.1419649659,0.2839416280; 0.0133439542; 0.0096062224
439.0,0.0475,3,8.7505604795; 79.7183667718; 136.8674354425,0.0779372052; 0.1376472598; 0.1429591821,0.2754812490; 0.0160772372; 0.0083508948
439.0,0.048,3,8.9532020656; 71.4876840388; 146.5811498367,0.0791685645; 0.1363514405; 0.1435257425,0.2669313705; 0.0183425961; 0.0076748395
439.0,0.0485,3,9.1701002287; 65.1332826800; 154.3736254669,0.0804350736; 0.1351717472; 0.1439411113,0.2582780344; 0.0205347361; 0.0071973227
439.0,0.049,3,9.4033251217; 59.8450084355; 161.0538030196,0.0817410467; 0.1340358331; 0.1442733182,0.2495043789; 0.0227624279; 0.0068264483
439.0,0.0495,3,9.6554374378; 55.2642903040; 166.9785172745,0.0830917452; 0.1329091726; 0.1445516247,0.2405897365; 0.0250852677; 0.0065232996
439.0,0.05,3,9.9296607542; 51.1929134339; 172.3435533786,0.0844936962; 0.1317695640; 0.1447917026,0.2315083404; 0.0275495876; 0.0062673232
439.0,0.0505,3,10.2301386345; 47.5059124040; 177.2704978848,0.0859551634; 0.1305992355; 0.1450030576,0.2222274085; 0.0302004876; 0.0060462123
439.0,0.051,3,10.5623330612; 44.1166810783; 181.8412318095,0.0874868690; 0.1293812077; 0.1451919443,0.2127041959; 0.0330887233; 0.0058519668
439.0,0.0515,3,10.9336712562; 40.9600984854; 186.1141592016,0.0891031555; 0.1280967755; 0.1453627229,0.2028812463; 0.0362772748; 0.0056790731
439.0,0.052,3,11.3546584982; 37.9828553543; 190.1327689894,0.0908239641; 0.1267228214; 0.1455185673,0.1926782880; 0.0398503942; 0.0055235609
439.0,0.0525,3,11.8409414304; 35.1364822535; 193.9305446686,0.0926784650; 0.1252277835; 0.1456618672,0.1819773313; 0.0439290388; 0.0053824716
439.0,0.053,3,12.4175387230; 32.3701194541; 197.5339648514,0.0947124218; 0.1235640477; 0.1457944709,0.1705923761; 0.0487014836; 0.0052535396
439.0,0.0535,3,13.1288590979; 29.6185713547; 200.9644318333,0.0970054347; 0.1216505500; 0.1459178400,0.1581983378; 0.0544945966; 0.0051349900
439.0,0.054,3,14.0685023056; 26.7712150958; 204.2395629651,0.0997216178; 0.1193219970; 0.1460331519,0.1441217149; 0.0619833045; 0.0050254061
439.0,0.0545,3,15.5181489867; 23.5322170269; 207.3740852380,0.1033425270; 0.1160958676; 0.1461413700,0.1263761722; 0.0731550996; 0.0049236387
440.0,0.047,3,8.5619586652; 91.6960947702; 124.1063375178,0.0767454297; 0.1391867325; 0.1421121742,0.2838846277; 0.0135799154; 0.0094148111
440.0,0.0475,3,8.7521736005; 79.1597080103; 138.1720082485,0.0779456896; 0.1375644156; 0.1430362392,0.2754218771; 0.0162175999; 0.0082572690
440.0,0.048,3,8.9549656777; 71.1219219945; 147.6948667169,0.0791775615; 0.1362864453; 0.1435844326,0.2668693963; 0.0184601522; 0.0076064376
