Pbar,mNL,n_points,E_roots,x_roots,tau_roots
440.0,0.0485,3,9.1720381708; 64.8624478178; 155.3943900951,0.0804446448; 0.1351155444; 0.1439904295,0.2582131833; 0.0206422610; 0.0071416439
440.0,0.049,3,9.4054670448; 59.6318492697; 162.0187964154,0.0817512665; 0.1339848817; 0.1443167310,0.2494363189; 0.0228650386; 0.0067787072
440.0,0.0495,3,9.6578208371; 55.0901500962; 167.9063190271,0.0831027057; 0.1328616218; 0.1445908908,0.2405180603; 0.0251857849; 0.0064810828
440.0,0.05,3,9.9323339756; 51.0469485787; 173.2449202102,0.0845055128; 0.1317242635; 0.1448278568,0.2314325390; 0.0276499323; 0.0062292186
440.0,0.0505,3,10.2331654799; 47.3811876308; 178.1522638026,0.0859679842; 0.1305553684; 0.1450367687,0.2221468312; 0.0303022178; 0.0060113123
440.0,0.051,3,10.5658001438; 44.0084436242; 182.7080265373,0.0875008895; 0.1293381173; 0.1452236734,0.2126179882; 0.0331933160; 0.0058196487
440.0,0.0515,3,10.9377003664; 40.8649036034; 186.9692702674,0.0891186425; 0.1280538614; 0.1453928037,0.2027882477; 0.0363863390; 0.0056488883
440.0,0.052,3,11.3594287852; 37.8980695522; 190.9786162687,0.0908412979; 0.1266794527; 0.1455472502,0.1925768522; 0.0399659111; 0.0054951743
440.0,0.0525,3,11.8467327011; 35.0599598149; 194.7689605308,0.0926982205; 0.1251831917; 0.1456893459,0.1818649825; 0.0440537419; 0.0053556254
440.0,0.053,3,12.4248263243; 32.2999328282; 198.3663688534,0.0947355423; 0.1235171363; 0.1458208985,0.1704650740; 0.0488396163; 0.0052280305
440.0,0.0535,3,13.1385602612; 29.5526509343; 201.7919445657,0.0970336739; 0.1215994416; 0.1459433403,0.1580486145; 0.0546537901; 0.0051106546
440.0,0.054,3,14.0828220217; 26.7064263784; 205.0630829868,0.0997590227; 0.1192625429; 0.1460578263,0.1439324417; 0.0621808209; 0.0050021108
440.0,0.0545,3,15.5458691459; 23.4590178498; 208.1943426708,0.1034044650; 0.1160126159; 0.1461653031,0.1260827612; 0.0734556374; 0.0049012728
441.0,0.047,3,8.5634350390; 90.5253108839; 126.0212185673,0.0767534203; 0.1390487063; 0.1422449067,0.2838278639; 0.0137952235; 0.0092438738
441.0,0.0475,3,8.7537806118; 78.6247209052; 139.4531941495,0.0779541399; 0.1374841492; 0.1431107468,0.2753627496; 0.0163541767; 0.0081672428
441.0,0.048,3,8.9567227238; 70.7664036377; 148.7986228686,0.0791865228; 0.1362227247; 0.1436418783,0.2668076751; 0.0185757673; 0.0075397828
441.0,0.0485,3,9.1739690421; 64.5974833619; 156.4095655729,0.0804541784; 0.1350601725; 0.1440389488,0.2581485941; 0.0207484707; 0.0070870781
441.0,0.049,3,9.4076013389; 59.4225382088; 162.9802213515,0.0817614470; 0.1339345476; 0.1443595603,0.2493685304; 0.0229666328; 0.0067317719
441.0,0.0495,3,9.6601959918; 54.9187403282; 168.8316684697,0.0831136247; 0.1328145658; 0.1446296980,0.2404466658; 0.0252854541; 0.0064394940
441.0,0.05,3,9.9349982786; 50.9030253280; 174.1445221473,0.0845172857; 0.1316793798; 0.1448636324,0.2313570299; 0.0277495336; 0.0061916274
441.0,0.0505,3,10.2361826815; 47.2580474300; 179.0327205259,0.0859807590; 0.1305118649; 0.1450701567,0.2220665573; 0.0304032736; 0.0059768464
441.0,0.051,3,10.5692568298; 43.9014709068; 183.5738306364,0.0875148616; 0.1292953524; 0.1452551200,0.2125320953; 0.0332972820; 0.0057877065
441.0,0.0515,3,10.9417183645; 40.7707403760; 187.8236225138,0.0891340787; 0.1280112443; 0.1454226328,0.2026955749; 0.0364948104; 0.0056190355
441.0,0.052,3,11.3641874460; 37.8141399214; 191.8238787717,0.0908585790; 0.1266363588; 0.1455757057,0.1924757509; 0.0400808618; 0.0054670851
441.0,0.0525,3,11.8525124590; 34.9841575214; 195.6069256069,0.0927179227; 0.1251388560; 0.1457166165,0.1817529714; 0.0441779043; 0.0053290488
441.0,0.053,3,12.4321043694; 32.2303572082; 199.1984273611,0.0947586124; 0.1234704620; 0.1458471341,0.1703380968; 0.0489772447; 0.0052027682
441.0,0.0535,3,13.1482597849; 29.4872475817; 202.6191959659,0.0970618768; 0.1215485428; 0.1459686618,0.1578991543; 0.0548125610; 0.0050865470
441.0,0.054,3,14.0971733358; 26.6420514172; 205.8864099205,0.0997964514; 0.1192032273; 0.1460823333,0.1437431727; 0.0623781905; 0.0049790272
441.0,0.0545,3,15.5738836311; 23.3859118839; 209.0144630328,0.1034668838; 0.1159290361; 0.1461890784,0.1257874177; 0.0737579797; 0.0048791047
442.0,0.047,3,8.5649057488; 89.4705776753; 127.8203345984,0.0767613787; 0.1389217600; 0.1423665859,0.2837713351; 0.0139947429; 0.0090885471
442.0,0.0475,3,8.7553815484; 78.1113534384; 140.7130441997,0.0779625565; 0.1374062530; 0.1431829126,0.2753038650; 0.0164872683; 0.0080805166
442.0,0.048,3,8.9584732412; 70.4205691888; 149.8929771130,0.0791954487; 0.1361602165; 0.1436981414,0.2667462052; 0.0186895332; 0.0074747844
442.0,0.0485,3,9.1758928822; 64.3381500649; 157.4193901937,0.0804636748; 0.1350056023; 0.1440866981,0.2580842653; 0.0208534093; 0.0070335827
442.0,0.049,3,9.4097280459; 59.2169483300; 163.9382038011,0.0817715883; 0.1338848137; 0.1444018231,0.2493010118; 0.0230672367; 0.0066856172
442.0,0.0495,3,9.6625629462; 54.7499845206; 169.7546411366,0.0831245025; 0.1327679932; 0.1446680575,0.2403755513; 0.0253842930; 0.0063985165
442.0,0.05,3,9.9376537099; 50.7610935632; 175.0424083675,0.0845290152; 0.1316349047; 0.1448990374,0.2312818114; 0.0278484047; 0.0061545378
442.0,0.0505,3,10.2391902885; 47.1364569469; 179.9119019722,0.0859934881; 0.1304687187; 0.1451032277,0.2219865851; 0.0305036656; 0.0059428054
442.0,0.051,3,10.5727031705; 43.7957375910; 184.4386685093,0.0875287856; 0.1292529079; 0.1452862889,0.2124465155; 0.0334006297; 0.0057561332
442.0,0.0515,3,10.9457253037; 40.6775897481; 188.6772340680,0.0891494645; 0.1279689199; 0.1454522142,0.2026032259; 0.0366026963; 0.0055895086
442.0,0.052,3,11.3689345352; 37.7310517355; 192.6685703010,0.0908758079; 0.1265935360; 0.1456039370,0.1923749824; 0.0401952527; 0.0054392883
442.0,0.0525,3,11.8582807612; 34.9090637373; 196.4444506128,0.0927375719; 0.1250947731; 0.1457436820,0.1816412960; 0.0443015318; 0.0053027375
442.0,0.053,3,12.4393729252; 32.1613832233; 200.0301488223,0.0947816325; 0.1234240220; 0.1458731801,0.1702114424; 0.0491143743; 0.0051777490
442.0,0.0535,3,13.1579577930; 29.4223535825; 203.4461927738,0.0970900439; 0.1214978512; 0.1459938069,0.1577499545; 0.0549709148; 0.0050626638
442.0,0.054,3,14.1115568267; 26.5780833611; 206.7095491943,0.0998339050; 0.1191440470; 0.1461066749,0.1435539020; 0.0625754217; 0.0049561523
442.0,0.0545,3,15.6022027015; 23.3128836290; 209.8344507261,0.1035298012; 0.1158451084; 0.1462126978,0.1254900652; 0.0740622054; 0.0048571318
443.0,0.047,3,8.5663708277; 88.5076830757; 129.5278967159,0.0767693050; 0.1388036439; 0.1424794613,0.2837150400; 0.0141816703; 0.0089456354
443.0,0.0475,3,8.7569764452; 77.6178256742; 141.9533373763,0.0779709394; 0.1373305459; 0.1432529172,0.2752452220; 0.0166171363; 0.0079968299
443.0,0.048,3,8.9602172669; 70.0839057356; 150.9784414085,0.0792043393; 0.1360988638; 0.1437532788,0.2666849853; 0.0188015341; 0.0074113593
443.0,0.0485,3,9.1778097302; 64.0842235131; 158.4240874221,0.0804731342; 0.1349518064; 0.1441337046,0.2580201952; 0.0209571180; 0.0069811172
443.0,0.049,3,9.4118472072; 59.0149590234; 164.8928634299,0.0817816907; 0.1338356637; 0.1444435354,0.2492337614; 0.0231668754; 0.0066402195
443.0,0.0495,3,9.6649217440; 54.5838093958; 170.6753093657,0.0831353394; 0.1327218932; 0.1447059800,0.2403047149; 0.0254823189; 0.0063581345
443.0,0.05,3,9.9403003157; 50.6211049892; 175.9386262304,0.0845407016; 0.1315908304; 0.1449340793,0.2312068818; 0.0279465585; 0.0061179380
443.0,0.0505,3,10.2421883495; 47.0163824551; 180.7898409367,0.0860061718; 0.1304259238; 0.1451359875,0.2219069129; 0.0306034039; 0.0059091805
443.0,0.051,3,10.5761392170; 43.6912190834; 185.3025638223,0.0875426618; 0.1292107789; 0.1453171848,0.2123612468; 0.0335033677; 0.0057249217
443.0,0.0515,3,10.9497212370; 40.5854331757; 189.5301225510,0.0891648002; 0.1279268843; 0.1454815517,0.2025111989; 0.0367100041; 0.0055603020
443.0,0.052,3,11.3736701073; 37.6487906342; 193.5127042988,0.0908929846; 0.1265509809; 0.1456319474,0.1922745446; 0.0403090901; 0.0054117791
443.0,0.0525,3,11.8640376646; 34.8346670974; 197.2815459995,0.0927571684; 0.1250509399; 0.1457705451,0.1815299544; 0.0444246301; 0.0052766873
443.0,0.053,3,12.4466320578; 32.0930017076; 200.8615414851,0.0948046028; 0.1233778137; 0.1458990390,0.1700851087; 0.0492510102; 0.0051529691
443.0,0.0535,3,13.1676544096; 29.3579613799; 204.2729415764,0.0971181756; 0.1214473640; 0.1460187775,0.1576010126; 0.0551288568; 0.0050390019
443.0,0.054,3,14.1259730820; 26.5145154737; 207.5325061170,0.0998713849; 0.1190849986; 0.1461308529,0.1433646234; 0.0627725232; 0.0049334832
443.0,0.0545,3,15.6308371681; 23.2399171321; 210.6543100587,0.1035932363; 0.1157608121; 0.1462361630,0.1251906229; 0.0743683973; 0.0048353514
444.0,0.047,3,8.5678303081; 87.6197431193; 131.1607879275,0.0767771994; 0.1386927853; 0.1425851056,0.2836589769; 0.0143582404; 0.0088129050
444.0,0.0475,3,8.7585653369; 77.1425820589; 143.1756282799,0.0779792889; 0.1372568696; 0.1433209190,0.2751868189; 0.0167440099; 0.0079159547
444.0,0.048,3,8.9619548374; 69.7559419738; 152.0554861113,0.0792131948; 0.1360386136; 0.1438073432,0.2666240136; 0.0189118476; 0.0073494311
444.0,0.0485,3,9.1797196250; 63.8354928898; 159.4238671318,0.0804825568; 0.1348987589; 0.1441799941,0.2579563822; 0.0210596360; 0.0069296441
444.0,0.049,3,9.4139588640; 58.8164555695; 165.8443140187,0.0817917543; 0.1337870822; 0.1444847125,0.2491667775; 0.0232655727; 0.0065955559
444.0,0.0495,3,9.6672724290; 54.4201446977; 171.5937424784,0.0831461356; 0.1326762553; 0.1447434757,0.2402341552; 0.0255795483; 0.0063183326
444.0,0.05,3,9.9429381422; 50.4830130458; 176.8332213657,0.0845523450; 0.1315471490; 0.1449687657,0.2311322393; 0.0280440074; 0.0060818172
444.0,0.0505,3,10.2451769129; 46.8977913070; 181.6665691407,0.0860188102; 0.1303834741; 0.1451684419,0.2218275389; 0.0307024984; 0.0058759632
444.0,0.051,3,10.5795650199; 43.5878915034; 186.1655395337,0.0875564904; 0.1291689606; 0.1453478123,0.2122762876; 0.0336055040; 0.0056940651
444.0,0.0515,3,10.9537062169; 40.4942526081; 190.3823050960,0.0891800860; 0.1278851333; 0.1455106492,0.2024194921; 0.0368167406; 0.0055314100
444.0,0.052,3,11.3783942166; 37.5673426115; 194.3562938581,0.0909101095; 0.1265086900; 0.1456597401,0.1921744358; 0.0404223803; 0.0053845525
444.0,0.0525,3,11.8697832255; 34.7609564984; 198.1182219611,0.0927767124; 0.1250073536; 0.1457972086,0.1814189447; 0.0445472046; 0.0052508941
444.0,0.053,3,12.4538818333; 32.0252036934; 201.6926134041,0.0948275237; 0.1233318343; 0.1459247132,0.1699590937; 0.0493871577; 0.0051284251
444.0,0.0535,3,13.1773497590; 29.2940635703; 205.0994488121,0.0971462723; 0.1213970789; 0.1460435760,0.1574523262; 0.0552863921; 0.0050155580
444.0,0.054,3,14.1404226990; 26.4513411303; 208.3552858808,0.0999088924; 0.1190260791; 0.1461548694,0.1431753307; 0.0629695036; 0.0049110170
444.0,0.0545,3,15.6597984363; 23.1669959428; 211.4740452462,0.1036572087; 0.1156761256; 0.1462594758,0.1248890060; 0.0746766425; 0.0048137610
445.0,0.047,3,8.5692842226; 86.7944328329; 132.7313322529,0.0767850621; 0.1385880329; 0.1426846699,0.2836031445; 0.0145260888; 0.0086887215
445.0,0.0475,3,8.7601482576; 76.6842539424; 144.3812846127,0.0779876051; 0.1371850842; 0.1433870576,0.2751286543; 0.0168680914; 0.0078376897
445.0,0.048,3,8.9636859891; 69.4362436798; 153.1245445022,0.0792220155; 0.1359794175; 0.1438603829,0.2665632887; 0.0190205457; 0.0072889291
445.0,0.0485,3,9.1816226050; 63.5917598668; 160.4189267129,0.0804919428; 0.1348464352; 0.1442255908,0.2578928249; 0.0211610001; 0.0068791275
445.0,0.049,3,9.4160630570; 58.6213287521; 166.7926638499,0.0818017796; 0.1337390542; 0.1445253690,0.2491000587; 0.0233633516; 0.0065516049
445.0,0.0495,3,9.6696150443; 54.2589230252; 172.5100069469,0.0831568912; 0.1326310694; 0.1447805545,0.2401638705; 0.0256759972; 0.0062790962
445.0,0.05,3,9.9455672349; 50.3467728243; 177.7262377572,0.0845639458; 0.1315038533; 0.1450031039,0.2310578823; 0.0281407634; 0.0060461643
445.0,0.0505,3,10.2481560269; 46.7806518884; 182.5421172774,0.0860314037; 0.1303413638; 0.1452005965,0.2217484613; 0.0308009586; 0.0058431451
445.0,0.051,3,10.5829806293; 43.4857316557; 187.0276179222,0.0875702716; 0.1291274482; 0.1453781757,0.2121916359; 0.0337070468; 0.0056635568
445.0,0.0515,3,10.9576802954; 40.4040304701; 191.2337983656,0.0891953222; 0.1278436630; 0.1455395102,0.2023281036; 0.0369229129; 0.0055028271
445.0,0.052,3,11.3831069166; 37.4866940037; 195.1993517346,0.0909271830; 0.1264666599; 0.1456873182,0.1920746540; 0.0405351292; 0.0053576041
445.0,0.0525,3,11.8755174999; 34.6879210909; 198.9544884427,0.0927962043; 0.1249640111; 0.1458236752,0.1813082650; 0.0446692609; 0.0052253540
445.0,0.053,3,12.4611223173; 31.9579804063; 202.5233724461,0.0948503954; 0.1232860812; 0.1459502051,0.1698333955; 0.0495228217; 0.0051041133
445.0,0.0535,3,13.1870439658; 29.2306528992; 205.9257207743,0.0971743345; 0.1213469932; 0.1460682044,0.1573038928; 0.0554435260; 0.0049923290
445.0,0.054,3,14.1549062845; 26.3885538143; 209.1778935651,0.0999464287; 0.1189672852; 0.1461787262,0.1429860176; 0.0631663715; 0.0048887509
445.0,0.0545,3,15.6890985520; 23.0941030643; 212.2936604145,0.1037217395; 0.1155910263; 0.1462826379,0.1245851248; 0.0749870325; 0.0047923580
446.0,0.047,3,8.5707326032; 86.0224321471; 134.2488488143,0.0767928932; 0.1384885138; 0.1427790269,0.2835475413; 0.0146864552; 0.0085718462
446.0,0.0475,3,8.7617252415; 76.2416297698; 145.5715169872,0.0779958884; 0.1371150655; 0.1434514570,0.2750707267; 0.0169895604; 0.0077618563
446.0,0.048,3,8.9654107581; 69.1244097959; 154.1860167015,0.0792308016; 0.1359212303; 0.1439124428,0.2665028090; 0.0191276947; 0.0072297878
446.0,0.0485,3,9.1835187086; 63.3528376093; 161.4094520673,0.0805012924; 0.1347948123; 0.1442705177,0.2578295216; 0.0212612451; 0.0068295338
446.0,0.049,3,9.4181598270; 58.4294745042; 167.7380160626,0.0818117665; 0.1336915657; 0.1445655189,0.2490336032; 0.0234602340; 0.0065083457
446.0,0.0495,3,9.6719496328; 54.1000796758; 173.4241665493,0.0831676066; 0.1325863257; 0.1448172259,0.2400938590; 0.0257716810; 0.0062404110
446.0,0.05,3,9.9481876392; 50.2123409892; 178.6177178204,0.0845755042; 0.1314609359; 0.1450371006,0.2309838091; 0.0282368383; 0.0060109692
446.0,0.0505,3,10.2511257391; 46.6649335744; 183.4165150559,0.0860439524; 0.1302995875; 0.1452324565,0.2216696784; 0.0308987940; 0.0058107183
446.0,0.051,3,10.5863860952; 43.3847170042; 187.8888206123,0.0875840058; 0.1290862373; 0.1454082795,0.2121072901; 0.0338080038; 0.0056333903
446.0,0.0515,3,10.9616435244; 40.3147496460; 192.0846185683,0.0892105090; 0.1278024696; 0.1455681384,0.2022370316; 0.0370285276; 0.0054745480
446.0,0.052,3,11.3878082607; 37.4068314786; 196.0418903578,0.0909442052; 0.1264248874; 0.1457146847,0.1919751974; 0.0406473429; 0.0053309293
446.0,0.0525,3,11.8812405434; 34.6155502719; 199.7903551484,0.0928156443; 0.1249209095; 0.1458499474,0.1811979135; 0.0447908043; 0.0052000629
446.0,0.053,3,12.4683535751; 31.8913232592; 203.3538262952,0.0948732182; 0.1232405517; 0.1459755169,0.1697080120; 0.0496580073; 0.0050800304
446.0,0.0535,3,13.1967371549; 29.1677222575; 206.7517636158,0.0972023625; 0.1212971045; 0.1460926648,0.1571557098; 0.0556002636; 0.0049693118
446.0,0.054,3,14.1694244554; 26.3261471140; 210.0003341387,0.0999839952; 0.1189086139; 0.1462024251,0.1427966777; 0.0633631355; 0.0048666823
446.0,0.0545,3,15.7187502530; 23.0212209001; 213.1131596022,0.1037868510; 0.1155054903; 0.1463056509,0.1242788849; 0.0752996639; 0.0047711399
447.0,0.047,3,8.5721754819; 85.2964926864; 135.7205850446,0.0768006931; 0.1383935472; 0.1428688571,0.2834921660; 0.0148403064; 0.0084613133
447.0,0.0475,3,8.7632963223; 75.8136311073; 146.7474029002,0.0780041389; 0.1370467026; 0.1435142278,0.2750130346; 0.0171085773; 0.0076882955
447.0,0.048,3,8.9671291803; 68.8200690290; 155.2402730701,0.0792395532; 0.1358640100; 0.1439635647,0.2664425731; 0.0192333566; 0.0071719466
447.0,0.0485,3,9.1854079738; 63.1185498796; 162.3956185054,0.0805106059; 0.1347438683; 0.1443147963,0.2577664709; 0.0213604039; 0.0067808311
447.0,0.049,3,9.4202492141; 58.2407935807; 168.6804689785,0.0818217155; 0.1336446030; 0.1446051756,0.2489674095; 0.0235562407; 0.0064657585
447.0,0.0495,3,9.6742762372; 53.9435525012; 174.3362825154,0.0831782820; 0.1325420148; 0.1448534990,0.2400241192; 0.0258666145; 0.0062022635
447.0,0.05,3,9.9507994001; 50.0796757040; 179.5077024771,0.0845870204; 0.1314183900; 0.1450707628,0.2309100179; 0.0283322434; 0.0059762216
447.0,0.0505,3,10.2540860968; 46.5506066883; 184.2897912423,0.0860564568; 0.1302581395; 0.1452640273,0.2215911885; 0.0309960137; 0.0057786749
447.0,0.051,3,10.5897814672; 43.2848256467; 188.7491685991,0.0875976932; 0.1290453233; 0.1454381278,0.2120232484; 0.0339083826; 0.0056035593
447.0,0.0515,3,10.9655959553; 40.2263934630; 192.9347814744,0.0892256467; 0.1277615494; 0.1455965373,0.2021462744; 0.0371335913; 0.0054465673
447.0,0.052,3,11.3924983020; 37.3277420249; 196.8839218412,0.0909611764; 0.1263833691; 0.1457418427,0.1918760642; 0.0407590271; 0.0053045235
447.0,0.0525,3,11.8869524113; 34.5438336772; 200.6258315481,0.0928350328; 0.1248780460; 0.1458760279,0.1810878882; 0.0449118401; 0.0051750171
447.0,0.053,3,12.4755756717; 31.8252238475; 204.1839824585,0.0948959926; 0.1231952433; 0.1460006509,0.1695829412; 0.0497927193; 0.0050561730
447.0,0.0535,3,13.2064294513; 29.1052646770; 207.5775833526,0.0972303568; 0.1212474103; 0.1461169591,0.1570077748; 0.0557566098; 0.0049465036
447.0,0.054,3,14.1839778387; 26.2641147193; 210.8226124635,0.1000215931; 0.1188500619; 0.1462259681,0.1426073047; 0.0635598043; 0.0048448083
447.0,0.0545,3,15.7487670258; 22.9483311951; 213.9325467622,0.1038525664; 0.1154194926; 0.1463285166,0.1239701863; 0.0756146387; 0.0047501043
448.0,0.0465,3,8.3936526429; 102.8695408358; 117.3033637886,0.0756334912; 0.1403428563; 0.1415875311,0.2918389121; 0.0118429683; 0.0101057925
448.0,0.047,3,8.5736128902; 84.6108468409; 137.1523076165,0.0768084618; 0.1383025902; 0.1429547035,0.2834370171; 0.0149884136; 0.0083563526
448.0,0.0475,3,8.7648615336; 75.3992931663; 147.9099062081,0.0780123567; 0.1369798962; 0.1435754693,0.2749555767; 0.0172252858; 0.0076168643
448.0,0.048,3,8.9688412911; 68.5228768838; 156.2876571761,0.0792482707; 0.1358077178; 0.1440137874,0.2663825795; 0.0193375888; 0.0071153490
448.0,0.0485,3,9.1872904381; 62.8887302285; 163.3775915537,0.0805198834; 0.1346935825; 0.1443584473,0.2577036710; 0.0214585079; 0.0067329895
448.0,0.049,3,9.4223312582; 58.0551912587; 169.6201164028,0.0818316267; 0.1335981531; 0.1446443518,0.2489014761; 0.0236513918; 0.0064238246
448.0,0.0495,3,9.6765948997; 53.7892817717; 175.2464136610,0.0831889176; 0.1324981278; 0.1448893828,0.2399546494; 0.0259608120; 0.0061646407
448.0,0.05,3,9.9534025624; 49.9487365625; 180.3962312240,0.0845984947; 0.1313762087; 0.1451040969,0.2308365072; 0.0284269895; 0.0059419120
448.0,0.0505,3,10.2570371472; 46.4376424624; 185.1619736985,0.0860689169; 0.1302170146; 0.1452953138,0.2215129899; 0.0310926264; 0.0057470074
448.0,0.051,3,10.5931667944; 43.1860362920; 189.6086822729,0.0876113341; 0.1290047019; 0.1454677248,0.2119395090; 0.0340081908; 0.0055740578
448.0,0.0515,3,10.9695376391; 40.1389456767; 193.7843024313,0.0892407356; 0.1277208987; 0.1456247102,0.2020558301; 0.0372381105; 0.0054188801
448.0,0.052,3,11.3971770930; 37.2494129417; 197.7254579931,0.0909780970; 0.1263421020; 0.1457687949,0.1917772526; 0.0408701876; 0.0052783826
448.0,0.0525,3,11.8926531585; 34.4727611748; 201.4609268852,0.0928543699; 0.1248354178; 0.1459019192,0.1809781873; 0.0450323735; 0.0051502128
448.0,0.053,3,12.4827886718; 31.7596739433; 205.0138482705,0.0949187187; 0.1231501534; 0.1460256094,0.1694581813; 0.0499269626; 0.0050325378
448.0,0.0535,3,13.2161209804; 29.0432733271; 208.4031858675,0.0972583178; 0.1211979083; 0.1461410894,0.1568600853; 0.0559125696; 0.0049239012
448.0,0.054,3,14.1985670719; 26.2024504189; 211.6447332963,0.1000592239; 0.1187916261; 0.1462493568,0.1424178921; 0.0637563866; 0.0048231264
448.0,0.0545,3,15.7791631676; 22.8754149706; 214.7518257646,0.1039189106; 0.1153330066; 0.1463512365,0.1236589232; 0.0759320645; 0.0047292489
449.0,0.0465,3,8.3949729149; 100.2211542706; 120.6959593867,0.0756408239; 0.1400821575; 0.1418435548,0.2917860979; 0.0122242642; 0.0097655398
449.0,0.047,3,8.5750448596; 83.9608171887; 138.5486930203,0.0768161996; 0.1382152010; 0.1430370075,0.2833820931; 0.0151314038; 0.0082563382
449.0,0.0475,3,8.7664209087; 74.9977488370; 149.0598930940,0.0780205421; 0.1369145566; 0.1436352711,0.2748983514; 0.0173398157; 0.0075474343
